ホテル・旅館名,住所・エリア名,最低価格,レビュー評価,詳細リンク
アパホテル〈蒲田駅前〉,アパホテル〈蒲田駅前〉,"2名税込7,560円〜",評価なし,https://www.ikyu.com/00082394/?discsort=1&lc=1&ppc=2&rc=1&st=1
Resort villa miko,Resort villa miko,"2名税込32,340円〜",評価なし,https://www.ikyu.com/00050971/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈東新宿歌舞伎町タワー〉,アパホテル〈東新宿歌舞伎町タワー〉,"2名税込9,718円〜",評価なし,https://www.ikyu.com/00082069/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈東京西葛西駅前〉,アパホテル〈東京西葛西駅前〉,"2名税込7,560円〜",評価なし,https://www.ikyu.com/00082658/?discsort=1&lc=1&ppc=2&rc=1&st=1
京王プレッソイン赤坂,京王プレッソイン赤坂,"2名税込7,200円〜",東京駅八重洲中央口から徒歩6分の好立地なホテル。新幹線をはじめ主要鉄道網の中核であるJR東京駅が最寄り駅で、日本最大級のバスターミナルも至近。さらに、羽田空港から約30分、成田空港から約70分と、ビジネス・観光の拠点として最適です。老舗が軒を連ねる日本橋や皇居へは徒歩圏内、築地場外市場などの観光名所へもアクセス抜群です。全館無料Wi-Fiのほか、全95室の客室には、エアコン、衛星放送を視聴できるテレビを完備。24時間フロント対応をはじめ、ブッフェ朝食、キッズスペースのあるラウンジ、ランドリーコーナーなどの充実した施設・サービスをご提供。モダンなインテリアが特徴の都市型ホテルです。,https://www.ikyu.com/00081038/?discsort=1&lc=1&ppc=2&rc=1&st=1
からくさホテル TOKYO STATION,からくさホテル TOKYO STATION,"2名税込22,440円〜",新幹線をはじめ、全国の主要鉄道網の中核となるJR東京駅から約5分の好立地。駅周辺の各バスターミナルにも近く、日本旅行の拠点に大変便利なロケーションです。また、緑あふれる皇居や、老舗が軒を連ねる日本橋も徒歩圏内です。21㎡以上のツインルームを43室ご用意。3名様までご宿泊いただけるお部屋は94室あり、うち40室は隣り合う客室を内扉でつなぎ、最大6名様までご利用可能な人気のコネクティングルームです。さらに、ハリウッドツインや、4名様用・6名様用の和室も備えた全151室は、幅広いお客様に快適なご滞在をお届けします。都内観光はもちろん、全国各地へのご旅行に、からくさホテル TOKYO STATIONをぜひご利用ください。,https://www.ikyu.com/00082188/?discsort=1&lc=1&ppc=2&rc=1&st=1
チサンホテル浜松町,チサンホテル浜松町,"2名税込8,910円〜",評価なし,https://www.ikyu.com/00080072/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈八丁堀駅南〉,アパホテル〈八丁堀駅南〉,"2名税込8,100円〜",評価なし,https://www.ikyu.com/00080714/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈小伝馬町駅前〉,アパホテル〈小伝馬町駅前〉,"2名税込7,560円〜",評価なし,https://www.ikyu.com/00080783/?discsort=1&lc=1&ppc=2&rc=1&st=1
ホテルアマネク蒲田駅前,ホテルアマネク蒲田駅前,"2名税込9,190円〜",評価なし,https://www.ikyu.com/00081907/?discsort=1&lc=1&ppc=2&rc=1&st=1
ホテルマイステイズ浅草,ホテルマイステイズ浅草,"2名税込5,488円〜",評価なし,https://www.ikyu.com/00081001/?discsort=1&lc=1&ppc=2&rc=1&st=1
ホテルマイステイズ蒲田,ホテルマイステイズ蒲田,"2名税込7,410円〜",評価なし,https://www.ikyu.com/00080278/?discsort=1&lc=1&ppc=2&rc=1&st=1
京王プレッソイン大手町,京王プレッソイン大手町,"2名税込15,275円〜",評価なし,https://www.ikyu.com/00080160/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈御茶ノ水駅北〉,アパホテル〈御茶ノ水駅北〉,"2名税込8,100円〜",東京ドームへは徒歩19分、東京駅・新宿駅へは中央線快速電車を利用し2駅乗り換え無し！アクセス自慢のホテルです。神田明神、湯島天神などの寺社や谷根千（谷中、根津、千駄木）へも徒歩圏内、散策の拠点に是非！客室は全室快眠を追求したアパホテルオリジナルベッド「Cloud fit(クラウドフィット)」を導入、全室50型大型液晶テレビ（東芝レグザ）完備、通信速度とセキュリティの面で優れたWi-Fi無料接続(有線LANと同時使用可能)。（※スライド画像はイメージです。）,https://www.ikyu.com/00081190/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈日本橋 馬喰町駅北〉,アパホテル〈日本橋 馬喰町駅北〉,"2名税込7,560円〜",評価なし,https://www.ikyu.com/00081521/?discsort=1&lc=1&ppc=2&rc=1&st=1
くれたけイン東京船堀,くれたけイン東京船堀,"2名税込7,488円〜",評価なし,https://www.ikyu.com/00081380/?discsort=1&lc=1&ppc=2&rc=1&st=1
ヴィラフォンテーヌ東京八丁堀｜住友不動産,ヴィラフォンテーヌ東京八丁堀｜住友不動産,"2名税込15,458円〜",八丁堀駅より徒歩3分。舞浜へは乗り換えなし約13分と好アクセス。スタイリッシュな客室。銀座や東京駅周辺にも便利な立地でショッピングの拠点にもおすすめ。,https://www.ikyu.com/00080627/?discsort=1&lc=1&ppc=2&rc=1&st=1
相鉄フレッサイン東京神田,相鉄フレッサイン東京神田,"2名税込11,800円〜",評価なし,https://www.ikyu.com/00081473/?discsort=1&lc=1&ppc=2&rc=1&st=1
からくさホテルカラーズ東京八重洲,からくさホテルカラーズ東京八重洲,"2名税込22,265円〜",東京駅八重洲中央口から徒歩6分の好立地なホテル。新幹線をはじめ主要鉄道網の中核であるJR東京駅が最寄り駅で、日本最大級のバスターミナルも至近。さらに、羽田空港から約30分、成田空港から約70分と、ビジネス・観光の拠点として最適です。老舗が軒を連ねる日本橋や皇居へは徒歩圏内、築地場外市場などの観光名所へもアクセス抜群です。全館無料Wi-Fiのほか、全95室の客室には、エアコン、衛星放送を視聴できるテレビを完備。24時間フロント対応をはじめ、ブッフェ朝食、キッズスペースのあるラウンジ、ランドリーコーナーなどの充実した施設・サービスをご提供。モダンなインテリアが特徴の都市型ホテルです。,https://www.ikyu.com/00082689/?discsort=1&lc=1&ppc=2&rc=1&st=1
変なホテル東京　浜松町,変なホテル東京　浜松町,"2名税込10,044円〜",評価なし,https://www.ikyu.com/00082244/?discsort=1&lc=1&ppc=2&rc=1&st=1
Premium hotel MONday 舞浜ビューⅠ,東京都・江戸川区,"2名税込15,120円〜",評価なし,https://www.ikyu.com/00003399/?discsort=1&lc=1&ppc=2&rc=1&st=1
芝パークホテル,東京都・浜松町,"2名税込31,590円〜",評価なし,https://www.ikyu.com/00002962/?discsort=1&lc=1&ppc=2&rc=1&st=1
ネストホテル東京八重洲,ネストホテル東京八重洲,"2名税込16,758円〜",評価なし,https://www.ikyu.com/00082625/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈築地駅南〉,アパホテル〈築地駅南〉,"2名税込7,200円〜",評価なし,https://www.ikyu.com/00080715/?discsort=1&lc=1&ppc=2&rc=1&st=1
京王プレッソイン神田,京王プレッソイン神田,"2名税込10,144円〜",JR山手線・京浜東北線 田町駅より徒歩4分。都営浅草線 三田駅より徒歩7分、ゆりかもめ芝浦ふ頭駅より徒歩15分。2020年8月1日、「相鉄フレッサイン 東京田町 ANNEX（別館）」がオープン。東京、品川の都内主要ビジネスエリアはもちろん、レジャー、観光の拠点としてご利用いただけます。本館は全室シーリー社製、別館はシモンズ社製のベッドを設置。全館Wi-Fi対応、高セキュリティのICカードキー採用。ご満足とご安心をお約束するワンクラス上の「快適空間」をご用意いたしました。,https://www.ikyu.com/00080158/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈浅草 雷門南〉（全室禁煙）,アパホテル〈浅草 雷門南〉（全室禁煙）,"2名税込8,100円〜",2021年9月新築オープン！　雷門まで徒歩3分で浅草観光の拠点としても立地抜群。全室50型以上大型テレビ（ミラーリング機能付き）でテレワークにも便利。・都営浅草線「浅草駅」(A4出口)　徒歩2分・東京メトロ銀座線「浅草駅」(2番出口)　徒歩3分・東武鉄道「浅草駅」(正面改札口)　徒歩4分・つくばエクスプレス「浅草駅」(国際通りA1出口)　徒歩8分,https://www.ikyu.com/00082314/?discsort=1&lc=1&ppc=2&rc=1&st=1
高濃度炭酸泉 茜草の湯 スーパーホテルPremier赤坂,高濃度炭酸泉 茜草の湯 スーパーホテルPremier赤坂,"高濃度人工炭酸泉（男女入替制）を完備！赤坂駅1番出口から徒歩2分。赤坂見附駅10番出口から徒歩4分。1階にはコンビニが併設。渋谷、原宿、六本木、表参道、麻布十番など東京観光に便利な位置にございます。また、ご宿泊のお客様へウェルカムバーをご用意しております！2階カフェコーナーでアルコール、ソフトドリンクをご提供いたします。ご宿泊者様以外の方は有料（2杯1,000円～）でLohasカフェをご利用頂けます。ご自身でお酒を作るスタイルですので、是非お好みのお酒を作ってみてください。",評価なし,https://www.ikyu.com/00081054/?discsort=1&lc=1&ppc=2&rc=1&st=1
伊豆大島 ホテル＆リゾート マシオ,東京都・伊豆大島,"2名税込30,690円〜",評価なし,https://www.ikyu.com/00001288/?discsort=1&lc=1&ppc=2&rc=1&st=1
ACホテル・バイ・マリオット東京銀座,東京都・銀座,"ポイント2%（1,086円分）獲得",ビジネスや観光の拠点として便利な国際的にも認知度の高い「銀座」に位置しています。国内外からのゲストの多様なニーズにお応えするサービスを提供します。,https://www.ikyu.com/00002803/?discsort=1&lc=1&ppc=2&rc=1&st=1
ホテル アマネク新宿歌舞伎町,ホテル アマネク新宿歌舞伎町,"2名税込24,944円〜",評価なし,https://www.ikyu.com/00082525/?discsort=1&lc=1&ppc=2&rc=1&st=1
メルキュール東京日比谷,東京都・千代田区,ポイント2%（722円分）獲得,評価なし,https://www.ikyu.com/00003077/?discsort=1&lc=1&ppc=2&rc=1&st=1
エスペリアイン日本橋箱崎,エスペリアイン日本橋箱崎,"2名税込14,112円〜",評価なし,https://www.ikyu.com/00081776/?discsort=1&lc=1&ppc=2&rc=1&st=1
すえひろの湯　ドーミーイン秋葉原,すえひろの湯　ドーミーイン秋葉原,"2名税込13,720円〜",評価なし,https://www.ikyu.com/00080490/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈東京九段下〉,アパホテル〈東京九段下〉,"2名税込8,190円〜",最寄駅は都営新宿線、東京メトロ半蔵門線、東西線「九段下駅」より徒歩5分。JR、地下鉄各線（有楽町線、南北線、大江戸線）「飯田橋駅」からも徒歩7分です。日本武道館、東京ドーム、靖国神社が徒歩圏内と東京滞在の拠点としてビジネス・レジャーともに最適な立地です。東京の中心地でありながら、周辺は落ち着いた雰囲気であり、女性・ご家族でも安心してご滞在いただけます。全室「シーリー社」と共同開発したアパホテルオリジナルベッド「CloudFit」採用！包みこまれる感覚の快適ベッドで、心ゆくまで、おくつろぎください。,https://www.ikyu.com/00080782/?discsort=1&lc=1&ppc=2&rc=1&st=1
コンフォートホテル東京神田,コンフォートホテル東京神田,"朝食付2名税込11,210円〜",評価なし,https://www.ikyu.com/00080192/?discsort=1&lc=1&ppc=2&rc=1&st=1
相鉄フレッサイン東京東陽町駅前,相鉄フレッサイン東京東陽町駅前,"2名税込9,180円〜",東京メトロ東西線東陽町駅より徒歩1分。東京ディズニーリゾート、東京ビッグサイト、お台場、葛西臨海公園、幕張等の東京湾地区に加え、大手町、日本橋、茅場町の他、都内主要ビジネスエリアはもちろん、レジャー、観光の拠点としてご利用いただけます。全館Wi-Fi対応、高セキュリティのICカードキーを採用。ご満足とご安心をお約束するワンクラス上の「快適空間」をご用意いたしました。なお、当ホテルはキャッシュレス決済限定です。ご宿泊代につきましてはクレジットカードまたはQRコード決済をご利用ください。現金でのお支払いはお受けできません。,https://www.ikyu.com/00080844/?discsort=1&lc=1&ppc=2&rc=1&st=1
ノーガホテル 秋葉原 東京 (NOHGA HOTEL),東京都・末広町駅から徒歩4分,"2名税込19,450円〜",東京・秋葉原。振り返ればいつだってここは、日本のカルチャーの真っ先を行く人々や情報、モノが交錯する場所でした。たとえば文化とクリエイティビティのバトンをつないできたモノづくりの数々。また、レコードショップが建ち並んでいた時代には、日本全国の音楽フリークが熱視線を送り、いくつもの流行がこの地から発信されていました。同時期の大きな青果市場が賑わっていた時代、庶民や食通をうならせる食の発祥地でもありました。そして2020年。日本屈指のエレクトロニクス街として、アイドルやアニメの聖地として、マンガやゲームを中心としたサブカルチャーの震源地として、また、新たなアートの発信地として、その交錯はより多様に、より強烈なものへと進化を遂げています。東京・秋葉原、ここはあらゆるカルチャーが交錯する街。都心に位置する秋葉原は、アクティブな旅の拠点として無限の可能性を秘めています。世界中の好奇心を刺激する、唯一無二のエネルギーに触れに行きましょう。,https://www.ikyu.com/00002746/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈東新宿 歌舞伎町〉,アパホテル〈東新宿 歌舞伎町〉,"2名税込9,090円〜",評価なし,https://www.ikyu.com/00081016/?discsort=1&lc=1&ppc=2&rc=1&st=1
HOTEL SUI AKASAKA by ABEST,HOTEL SUI AKASAKA by ABEST,"2名税込15,295円〜",評価なし,https://www.ikyu.com/00081662/?discsort=1&lc=1&ppc=2&rc=1&st=1
浅草東武ホテル,浅草東武ホテル,"2名税込16,560円〜",各「浅草駅」から好アクセス。浅草・押上エリア観光の拠点にも最適,https://www.ikyu.com/00081995/?discsort=1&lc=1&ppc=2&rc=1&st=1
ホテルマイステイズ日暮里,ホテルマイステイズ日暮里,"2名税込9,180円〜",日暮里駅から徒歩約5分。2024年11月客室リニューアル。2段ベッドをキッチン備えた「バンクツイン」やベッド幅140㎝のゆったりとした「スタンダードダブルルーム」が登場。都市部や成田空港へのアクセスに優れた当ホテルは、「アクティブなゲストの拠点」をコンセプトに、機能的かつ心地よい空間作りを目指しました。明るくカジュアルなデザインの客室はユニットバスを含めリニューアルし、より快適にお過ごしいただける環境を整えております。調理器具の貸し出しやランドリールームも備え、長期滞在にもおすすめです。,https://www.ikyu.com/00080751/?discsort=1&lc=1&ppc=2&rc=1&st=1
相鉄フレッサイン新橋日比谷口,相鉄フレッサイン新橋日比谷口,"2名税込13,330円〜",2013年2月オープン。ＪＲ新橋駅(山手線・京浜東北線・東海道線・横須賀線)日比谷口から1分と最も近いホテル。東京メトロ銀座線新橋駅7番出口からも1分。都営地下鉄浅草線・ゆりかもめ新橋駅からは4分。都営地下鉄三田線内幸町駅A2出口からは徒歩3分とアクセス抜群。新幹線や羽田空港を利用するビジネスの拠点はもちろん、銀座・汐留は徒歩圏内。また東京スカイツリーR・お台場・東京ビッグサイト・渋谷へも、乗換えなしと観光やショッピングの拠点として交通至便なスタイリッシュなホテルです。ご満足とご安心をお約束するワンランク上の「快適空間」です。,https://www.ikyu.com/00080861/?discsort=1&lc=1&ppc=2&rc=1&st=1
天然温泉 奥湯河原の湯 スーパーホテルPremier銀座,天然温泉 奥湯河原の湯 スーパーホテルPremier銀座,"2名税込15,092円〜",評価なし,https://www.ikyu.com/00081636/?discsort=1&lc=1&ppc=2&rc=1&st=1
相鉄フレッサイン東京田町,相鉄フレッサイン東京田町,"2名税込10,144円〜",JR山手線・京浜東北線 田町駅より徒歩4分。都営浅草線 三田駅より徒歩7分、ゆりかもめ芝浦ふ頭駅より徒歩15分。2020年8月1日、「相鉄フレッサイン 東京田町 ANNEX（別館）」がオープン。東京、品川の都内主要ビジネスエリアはもちろん、レジャー、観光の拠点としてご利用いただけます。本館は全室シーリー社製、別館はシモンズ社製のベッドを設置。全館Wi-Fi対応、高セキュリティのICカードキー採用。ご満足とご安心をお約束するワンクラス上の「快適空間」をご用意いたしました。,https://www.ikyu.com/00080853/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈秋葉原駅前〉,アパホテル〈秋葉原駅前〉,"2名税込9,410円〜",東京メトロ東西線・日比谷線「茅場町駅」より徒歩1分、都営地下鉄浅草線「日本橋駅」より徒歩5分。都内主要エリアや東京ディズニーリゾート、東京スカイツリーなどの観光施設へのアクセスが良く、ビジネス、レジャーの拠点としてご利用いただけます。デザイン性の高い客室には、シーリー社製のベッドを設置し、全室禁煙、ICカードキー採用による高セキュリティを実現。なお、当ホテルはキャッシュレス決済限定です。ご宿泊代につきましてはクレジットカードまたはQRコード決済をご利用ください。現金でのお支払いはお受けできません。,https://www.ikyu.com/00080832/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈東京木場〉,アパホテル〈東京木場〉,"2名税込7,650円〜",評価なし,https://www.ikyu.com/00080936/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈銀座 新富町駅前北〉,アパホテル〈銀座 新富町駅前北〉,"2名税込8,190円〜",評価なし,https://www.ikyu.com/00081202/?discsort=1&lc=1&ppc=2&rc=1&st=1
ホテルマイステイズプレミア浜松町,東京都・浜松町,"2名税込19,992円〜",評価なし,https://www.ikyu.com/00000464/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈大森駅前〉（全室禁煙）,アパホテル〈大森駅前〉（全室禁煙）,"2名税込7,560円〜",評価なし,https://www.ikyu.com/00082030/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈新宿 歌舞伎町中央〉,アパホテル〈新宿 歌舞伎町中央〉,"2名税込9,520円〜",評価なし,https://www.ikyu.com/00081784/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈日本橋浜町駅南〉,アパホテル〈日本橋浜町駅南〉,"2名税込7,110円〜",評価なし,https://www.ikyu.com/00080713/?discsort=1&lc=1&ppc=2&rc=1&st=1
京王プレッソイン五反田,京王プレッソイン五反田,"2名税込8,645円〜",評価なし,https://www.ikyu.com/00080162/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈東新宿 歌舞伎町東〉,アパホテル〈東新宿 歌舞伎町東〉,"2名税込8,874円〜",評価なし,https://www.ikyu.com/00081260/?discsort=1&lc=1&ppc=2&rc=1&st=1
フレックステイイン品川,フレックステイイン品川,"2名税込7,440円〜",評価なし,https://www.ikyu.com/00081010/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈上野駅北〉（全室禁煙）,アパホテル〈上野駅北〉（全室禁煙）,"2名税込7,560円〜",評価なし,https://www.ikyu.com/00081109/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈浅草 蔵前駅前〉,アパホテル〈浅草 蔵前駅前〉,"2名税込7,200円〜",評価なし,https://www.ikyu.com/00082453/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈東日本橋駅前〉,アパホテル〈東日本橋駅前〉,"2名税込7,560円〜",評価なし,https://www.ikyu.com/00080975/?discsort=1&lc=1&ppc=2&rc=1&st=1
ドーミーインEXPRESS目黒青葉台,ドーミーインEXPRESS目黒青葉台,"2名税込16,660円〜",評価なし,https://www.ikyu.com/00081321/?discsort=1&lc=1&ppc=2&rc=1&st=1
JR西日本グループ ヴィアイン秋葉原,JR西日本グループ ヴィアイン秋葉原,"2名税込7,980円〜",秋葉原駅より徒歩約3分。東京での出張・ビジネスの拠点として抜群なホテル,https://www.ikyu.com/00082000/?discsort=1&lc=1&ppc=2&rc=1&st=1
京王プレッソイン池袋,京王プレッソイン池袋,"2名税込9,016円〜",ターミナル駅である池袋駅・東口から徒歩4分。グリーン大通り沿いにあり、観光、ビジネスの拠点に便利。レディースルーム・セミダブルルームには「ReFa」のシャワーヘッドを採用。レディースルーム専用フロアには、350冊の漫画コーナーや、スタッフ厳選のアイテムが揃い、快適にお過ごしいただけます。朝食は、黒毛和牛のメンチカツに彩り豊かなサラダやデザート、パンに特製カレーなど、豊富なメニューのフルビュッフェをご用意しております。,https://www.ikyu.com/00080163/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈駒込駅前〉,アパホテル〈駒込駅前〉,"2名税込7,200円〜",評価なし,https://www.ikyu.com/00081768/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈上野駅南〉,アパホテル〈上野駅南〉,"2名税込8,100円〜",全部屋50型以上の液晶テレビ、お持ちのスマートフォンの画面をテレビに映し出すミラーリング機能、Wi-Fi無料接続、ベッドの枕元に照明・空調・コンセントを集約させた集中コントローラー、「ナノイーX」機能付き空調、環境に配慮したバイオマスを使用したハイグレードアメニティなど、客室はコンパクトながらも高品質・高機能・環境対応型をコンセプトとした「新都市型ホテル」です。アメヤ横丁まで徒歩3分、上野動物園まで徒歩10分、浅草寺まで地下鉄で5分。上野・浅草エリアの観光拠点にどうぞ！,https://www.ikyu.com/00082439/?discsort=1&lc=1&ppc=2&rc=1&st=1
相鉄フレッサイン日本橋茅場町,相鉄フレッサイン日本橋茅場町,"2名税込9,690円〜",東京メトロ東西線・日比谷線「茅場町駅」より徒歩1分、都営地下鉄浅草線「日本橋駅」より徒歩5分。都内主要エリアや東京ディズニーリゾート、東京スカイツリーなどの観光施設へのアクセスが良く、ビジネス、レジャーの拠点としてご利用いただけます。デザイン性の高い客室には、シーリー社製のベッドを設置し、全室禁煙、ICカードキー採用による高セキュリティを実現。なお、当ホテルはキャッシュレス決済限定です。ご宿泊代につきましてはクレジットカードまたはQRコード決済をご利用ください。現金でのお支払いはお受けできません。,https://www.ikyu.com/00080852/?discsort=1&lc=1&ppc=2&rc=1&st=1
ランドーレジデンス東京スイーツ,ランドーレジデンス東京スイーツ,"2名税込9,410円〜",評価なし,https://www.ikyu.com/00050948/?discsort=1&lc=1&ppc=2&rc=1&st=1
SAKE Bar Hotel ASAKUSA,SAKE Bar Hotel ASAKUSA,"2名税込7,200円〜",東新宿駅より徒歩1分の利便性、にぎわいの街「新宿歌舞伎町」のすぐ隣りにある静寂なホテル。ビジネス・観光の拠点に最適。,https://www.ikyu.com/00082623/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈八王子駅北〉,アパホテル〈八王子駅北〉,"2名税込7,644円〜",評価なし,https://www.ikyu.com/00082048/?discsort=1&lc=1&ppc=2&rc=1&st=1
hotel MONday 東京西葛西,hotel MONday 東京西葛西,"2名税込8,700円〜",評価なし,https://www.ikyu.com/00081742/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈品川 戸越駅前〉（全室禁煙）,アパホテル〈品川 戸越駅前〉（全室禁煙）,"2名税込8,100円〜",評価なし,https://www.ikyu.com/00082174/?discsort=1&lc=1&ppc=2&rc=1&st=1
クインテッサホテル東京銀座,クインテッサホテル東京銀座,"2名税込18,390円〜",東京メトロ　日比谷線　東銀座駅A3出口より徒歩1分、都営地下鉄　浅草線　東銀座駅A7出口より徒歩1分、歌舞伎座からも徒歩1分の便利な立地で、ビジネスはもちろん歌舞伎座をはじめとした東京観光の拠点に最適なホテルです。路地裏に佇むモダンな館内は銀座の空気をそのままに、エレガンスで上質な時間の流れをご堪能いただけます。快適さと機能性にこだわった客室で、ご利用いただく全てのお客様に旅の疲れを癒す寛ぎの時間をお届けいたします。,https://www.ikyu.com/00081841/?discsort=1&lc=1&ppc=2&rc=1&st=1
MIMARU SUITES 東京日本橋,MIMARU SUITES 東京日本橋,"2名税込64,160円〜",評価なし,https://www.ikyu.com/00031112/?discsort=1&lc=1&ppc=2&rc=1&st=1
相鉄フレッサイン東京赤坂,相鉄フレッサイン東京赤坂,"2名税込10,286円〜",評価なし,https://www.ikyu.com/00080780/?discsort=1&lc=1&ppc=2&rc=1&st=1
アルモントイン東京日本橋,アルモントイン東京日本橋,"2名税込8,570円〜",評価なし,https://www.ikyu.com/00080448/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈秋葉原駅東〉,アパホテル〈秋葉原駅東〉,"2名税込8,190円〜",評価なし,https://www.ikyu.com/00082335/?discsort=1&lc=1&ppc=2&rc=1&st=1
ホテルサードニクス上野,ホテルサードニクス上野,"朝食付2名税込12,240円〜",評価なし,https://www.ikyu.com/00080595/?discsort=1&lc=1&ppc=2&rc=1&st=1
ホテルマイステイズ東池袋,ホテルマイステイズ東池袋,"2名税込6,958円〜",池袋より1駅、JR山手線「大塚駅」徒歩7分。「新大塚駅」「東池袋駅」も徒歩圏内にあり、池袋サンシャインシティへは徒歩5分！コンビニや飲食店も近隣にあり、ビジネス・観光など、都心における活動拠点として最適です。もっと自由に、もっと快適に都会を賢く使いこなす、フレキシブルな滞在をご提案します。ゆったりとした室内は、全室インターネット接続無料・電気スタンド・広々としたライティングデスクを設置。電子レンジ・電気ケトルも全室完備。一部客室にはミニキッチンも用意しております。24時間利用可能なコインランドリーもあり、通常のホテルの機能に加え、長期滞在用の快適さと機能性にも優れています。,https://www.ikyu.com/00080753/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈上野広小路〉,アパホテル〈上野広小路〉,"2名税込11,172円〜",評価なし,https://www.ikyu.com/00082074/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈新橋 虎ノ門〉,アパホテル〈新橋 虎ノ門〉,"2名税込9,180円〜",「新橋」から徒歩約6分、都営三田線「内幸町」から約3分でJR・地下鉄複数路線を網羅！東京タワー・日比谷公園・虎ノ門ヒルズが徒歩圏内！東京観光・ビジネスの拠点として最適のホテル！,https://www.ikyu.com/00080939/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈秋葉原駅北〉,アパホテル〈秋葉原駅北〉,"2名税込8,100円〜",評価なし,https://www.ikyu.com/00082113/?discsort=1&lc=1&ppc=2&rc=1&st=1
fav 東京両国,fav 東京両国,"朝食付2名税込20,311円〜",評価なし,https://www.ikyu.com/00082583/?discsort=1&lc=1&ppc=2&rc=1&st=1
ホテルウィングインターナショナルセレクト浅草駒形,ホテルウィングインターナショナルセレクト浅草駒形,"2名税込9,500円〜",2016年12月26日（月）Grand Open!!都営浅草線「浅草駅」から徒歩1分。成田空港・羽田空港双方へのアクセス至便。都内観光の拠点に最適。隅田川・スカイツリーを一望できるルーフトップを開放。伝統文化を感じる和風モダンなデザインの客室で、心やすらぐホテルステイを,https://www.ikyu.com/00081255/?discsort=1&lc=1&ppc=2&rc=1&st=1
アパホテル〈TKP日暮里駅前〉,アパホテル〈TKP日暮里駅前〉,"【全室標準仕様】・快眠を追求したアパホテルオリジナルベッド「Cloud fit(クラウドフィット)」・アパホテルオリジナル3Dメッシュまくら「Air Relax(エアーリラックス)」導入※通気性、速乾性に優れておりベッドとの相性を科学的に検証し高さをあえて低くすることで、体圧分散に優れた効果を発揮・全室50型大型液晶テレビ（SHARP AQUOS）標準設置・BBCワールドニュース 無料放映・通信速度とセキュリティの面で優れたWi-Fi無料接続(有線LANと同時使用可能)・携帯、スマホの充電に便利な枕元の電源 ・照明スイッチ類、空調リモコンを枕元のヘッドボードに集約 ・全室VODアパルームシアター(1泊1,000円で日替わり162タイトル見放題) ・全室ふんわりやわらか高級羽毛布団(デュベ)完備・全室温水洗浄便座完備",評価なし,https://www.ikyu.com/00081354/?discsort=1&lc=1&ppc=2&rc=1&st=1
相鉄フレッサイン浜松町大門,相鉄フレッサイン浜松町大門,JR山手線・京浜東北線・東京モノレール 浜松町駅、都営浅草線・大江戸線 大門駅、都営三田線 御成門駅の3駅から徒歩圏内。羽田空港からのアクセスも良く、都内主要ビジネスエリアはもちろん、観光の拠点としてご利用いただけるスタイリッシュなホテル。全室シーリー社製ベッドを設置、全館Wi-Fi対応。ご満足とご安心をお約束するワンクラス上の「快適空間」をご用意いたしました。首都圏一円のビジネス・レジャーの拠点に、空の旅の前泊・後泊に、是非ご利用ください。,JR山手線・京浜東北線・東京モノレール 浜松町駅、都営浅草線・大江戸線 大門駅、都営三田線 御成門駅の3駅から徒歩圏内。羽田空港からのアクセスも良く、都内主要ビジネスエリアはもちろん、観光の拠点としてご利用いただけるスタイリッシュなホテル。全室シーリー社製ベッドを設置、全館Wi-Fi対応。ご満足とご安心をお約束するワンクラス上の「快適空間」をご用意いたしました。首都圏一円のビジネス・レジャーの拠点に、空の旅の前泊・後泊に、是非ご利用ください。,https://www.ikyu.com/00080759/?discsort=1&lc=1&ppc=2&rc=1&st=1
